#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-09-22T23:12:50 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-09-22T23:12:50	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=200
#-order=I
#-out.src=J/A+A/605/A89/tablea2
#-nav=cat:J/A+A/605/A89&tab:{J/A+A/605/A89/tablea2}&key:source=J/A+A/605/A89/tablea2&HTTPPRM:&&-ref=VIZ650e1f34203eae&-out.max=200&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=EW/A&-ignore=EW/A=*&-out=Name&-out=RAJ2000&-out=DEJ2000&-out=Tmax&-out=Amax&-out=[Fe/H]&-out=e_[Fe/H]&-out=HRV&-out=vGC&-out=M&-out=Age&-out=(V-I)0&-out=VMAG&-out=IMAGmu&-out=(V-I)0mu&-out=Teffmu&-out=[Na/Fe]&-out=[Mg/Fe]&-out=[Al/Fe]&-out=[Si/Fe]&-out=[Ca/Fe]&-out=[Ti/Fe]&-out=[Cr/Fe]&-out=[Ni/Fe]&-out=[Zn/Fe]&-out=[Y/Fe]&-out=[Ba/Fe]&-out=SimbadName&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/605/A89/tablea2
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/605/A89/tablea2
#-out=EW/A
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=Tmax
#-out=Amax
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=HRV
#-out=vGC
#-out=M
#-out=Age
#-out=(V-I)0
#-out=VMAG
#-out=IMAGmu
#-out=(V-I)0mu
#-out=Teffmu
#-out=[Na/Fe]
#-out=[Mg/Fe]
#-out=[Al/Fe]
#-out=[Si/Fe]
#-out=[Ca/Fe]
#-out=[Ti/Fe]
#-out=[Cr/Fe]
#-out=[Ni/Fe]
#-out=[Zn/Fe]
#-out=[Y/Fe]
#-out=[Ba/Fe]
#-out=SimbadName
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=200	

#RESOURCE=yCat_36050089
#Name: J/A+A/605/A89
#Title: Abundances of microlensed Bulge dwarf stars. VI. (Bensby+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/a+a/605/a89	
#INFO	publisher=CDS	
#INFO	creator=Bensby T.	
#INFO	related_resource=bibcode:2017A&A...605A..89B	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/605/A89	
#INFO	publication_id=doi:10.26093/cds/vizier.36050089	
#INFO	publication_date=2019-01-24	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_605_A89_tablea2:
#Name: J/A+A/605/A89/tablea2
#Title: Abundance ratios and uncertainties, stellar parameters, radial velocities, stellar ages, masses, photometry, and more
#Column	EW/A	(A4)	Display the equivalent widht and abundance of tablea1	[ucd=meta.ref.url]
#Column	Name	(A19)	Name of microlensing source star	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Tmax	(F7.2)	Time of maximum magnification (HJD)	[ucd=time.epoch]
#Column	Amax	(I4)	? Maximum magnification	[ucd=phot.mag;arith.ratio]
#Column	[Fe/H]	(F5.2)	Iron abundance normalised to Sun	[ucd=phys.abund.Fe]
#Column	e_[Fe/H]	(F5.2)	Iron abundance uncertainty	[ucd=stat.error;phys.abund.Fe]
#Column	HRV	(F7.1)	Heliocentric radial velocity	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	vGC	(F7.1)	Galactocentric radial velocity	[ucd=spect.dopplerVeloc;pos.galactocentric]
#Column	M	(F5.2)	Stellar mass	[ucd=phys.mass]
#Column	Age	(F4.1)	Stellar age	[ucd=time.age]
#Column	(V-I)0	(F5.2)	(V-I)_0 colour from spectroscopy	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	VMAG	(F5.2)	Absolute V magnitude from spectroscopy	[ucd=phys.magAbs;em.opt.V]
#Column	IMAGmu	(F5.2)	? Absolute I magnitude from microlensing	[ucd=phys.magAbs]
#Column	(V-I)0mu	(F5.2)	? Colour from microlensing	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	Teffmu	(I4)	? Effective temperature from microlensing	[ucd=phys.temperature.effective]
#Column	[Na/Fe]	(F5.2)	? [Na/Fe] normalised abundance ratio	[ucd=phys.abund;arith.ratio]
#Column	[Mg/Fe]	(F5.2)	? [Mg/Fe] normalised abundance ratio	[ucd=phys.abund;arith.ratio]
#Column	[Al/Fe]	(F5.2)	? [Al/Fe] normalised abundance ratio	[ucd=phys.abund]
#Column	[Si/Fe]	(F5.2)	? [Si/Fe] normalised abundance ratio	[ucd=phys.abund;arith.ratio]
#Column	[Ca/Fe]	(F5.2)	? [Ca/Fe] normalised abundance ratio	[ucd=phys.abund;arith.ratio]
#Column	[Ti/Fe]	(F5.2)	? [Ti/Fe] normalised abundance ratio	[ucd=phys.abund;arith.ratio]
#Column	[Cr/Fe]	(F5.2)	? [Cr/Fe] normalised abundance ratio	[ucd=phys.abund;arith.ratio]
#Column	[Ni/Fe]	(F5.2)	? [Ni/Fe] normalised abundance ratio	[ucd=phys.abund;arith.ratio]
#Column	[Zn/Fe]	(F5.2)	? [Zn/Fe] normalised abundance ratio	[ucd=phys.abund]
#Column	[Y/Fe]	(F5.2)	? [Y/Fe] normalised abundance ratio	[ucd=phys.abund;arith.ratio]
#Column	[Ba/Fe]	(F5.2)	? [Ba/Fe] normalised abundance ratio	[ucd=phys.abund]
#Column	SimbadName	(A17)	Simbad column added by the CDS	[ucd=meta.id]
EW/A	Name	RAJ2000	DEJ2000	Tmax	Amax	[Fe/H]	e_[Fe/H]	HRV	vGC	M	Age	(V-I)0	VMAG	IMAGmu	(V-I)0mu	Teffmu	[Na/Fe]	[Mg/Fe]	[Al/Fe]	[Si/Fe]	[Ca/Fe]	[Ti/Fe]	[Cr/Fe]	[Ni/Fe]	[Zn/Fe]	[Y/Fe]	[Ba/Fe]	SimbadName
EW/A	MOA-2011-BLG-445S  	18 04 45.63	-28 35 44.06	5873.09	  33	 0.26	 0.31	   72.6	   90.9	 0.98	 8.2	 1.00	 3.30	 3.20	 0.92	5114	-0.04	 0.14	 0.09	 0.12	 0.04	 0.09	-0.02	 0.14	-0.04	     	 0.01	MOA 2011-BLG-445
EW/A	MOA-2012-BLG-022S  	17 57 40.97	-27 29 56.49	6021.40	    	 0.42	 0.09	  -81.3	  -62.0	 1.14	 3.4	 0.71	 4.48	 3.70	 0.82	5366	 0.03	 0.15	 0.08	 0.08	-0.06	-0.09	 0.02	 0.12	 0.10	     	 0.02	MOA 2012-BLG-022
EW/A	OGLE-2012-BLG-0026S	17 34 18.70	-27 08 33.90	5991.52	 135	 0.50	 0.44	  132.2	  142.3	 1.03	 6.5	 1.02	 3.13	 2.68	 1.04	4878	 0.16	 0.19	 0.17	 0.15	-0.05	 0.11	 0.09	 0.19	 0.06	     	 0.00	EWS 2012-BLG-0026
EW/A	MOA-2012-BLG-187S  	18 08 02.16	-29 28 11.45	6040.67	  33	-0.74	 0.08	  -40.3	  -23.9	 0.83	11.6	 0.67	 4.61	 3.71	 0.71	5715	 0.22	 0.40	 0.36	 0.25	 0.19	 0.37	 0.16	 0.08	-0.17	     	-0.26	MOA 2012-BLG-187
EW/A	MOA-2012-BLG-202S  	18 12 34.84	-25 02 59.79	6039.63	 200	-0.15	 0.13	   41.2	   75.4	 0.97	14.7	 0.95	 3.93	 5.09	 0.90	5151	 0.32	 0.19	 0.36	 0.03	 0.19	 0.17	 0.09	 0.00	 0.01	     	 0.08	MOA 2012-BLG-202
EW/A	OGLE-2012-BLG-0211S	18 10 10.96	-25 01 40.20	6013.12	2000	-0.03	 0.08	  -17.7	   15.6	 1.02	 7.8	 0.76	 3.89	 2.99	 0.70	5742	-0.06	 0.05	 0.08	-0.03	 0.05	-0.06	 0.05	-0.05	-0.03	     	 0.07	EWS 2012-BLG-0211
EW/A	OGLE-2012-BLG-0270S	17 14 42.46	-29 35 50.40	6034.67	  46	-0.84	 0.13	 -128.7	 -136.3	 0.83	11.6	 0.67	 4.92	 3.07	 0.62	6081	 0.06	 0.47	 0.39	 0.28	 0.26	 0.37	     	-0.02	     	     	-0.11	EWS 2012-BLG-0270
EW/A	MOA-2012-BLG-291S  	18 02 43.08	-28 23 00.86	6070.06	  34	 0.16	 0.24	   60.3	   78.5	 0.96	14.7	 0.87	 4.34	 4.02	 0.91	5135	 0.13	 0.12	 0.13	 0.07	 0.04	 0.16	-0.03	 0.09	 0.00	     	-0.16	MOA 2012-BLG-291
EW/A	MOA-2012-BLG-391S  	17 58 56.67	-31 26 30.82	6101.59	  48	-0.24	 0.07	  -65.0	  -59.3	 1.01	 6.7	 0.78	 3.65	 3.92	 0.81	5390	-0.01	 0.37	 0.29	 0.14	 0.15	 0.30	 0.11	 0.10	-0.01	     	-0.01	MOA 2012-BLG-391
EW/A	MOA-2012-BLG-410S  	18 10 22.62	-25 10 16.83	6103.22	 240	-0.14	 0.07	   22.3	   55.2	 1.06	 6.1	 0.77	 3.64	 5.32	 0.94	5056	-0.10	 0.12	 0.21	 0.13	 0.15	 0.13	     	 0.01	     	     	-0.06	MOA 2012-BLG-410
EW/A	OGLE-2012-BLG-0521S	18 05 36.74	-25 45 47.42	6058.60	 165	 0.09	 0.15	  -68.8	  -40.0	 1.04	 5.6	 0.91	 3.76	 2.98	 0.85	5283	 0.06	 0.17	 0.18	 0.10	 0.05	 0.23	 0.02	 0.10	 0.19	     	 0.04	EWS 2012-BLG-0521
EW/A	MOA-2012-BLG-532S  	17 58 41.13	-30 02 11.80	6151.63	 151	-0.55	 0.21	   27.9	   38.5	 0.92	11.6	 0.75	 3.97	 4.15	 0.67	5864	 0.01	 0.40	 0.36	 0.26	 0.32	 0.33	     	 0.15	     	     	 0.10	MOA 2012-BLG-532
EW/A	OGLE-2012-BLG-0563S	18 05 57.72	-27 42 43.20	6069.06	 440	-0.66	 0.07	  -66.2	  -44.3	 0.86	 8.7	 0.66	 4.94	 4.36	 0.58	6257	 0.13	 0.41	 0.31	 0.20	 0.22	 0.30	     	 0.03	 0.17	     	-0.09	EWS 2012-BLG-0563
EW/A	OGLE-2012-BLG-0617S	17 54 53.87	-31 08 19.10	6068.60	 500	-0.14	 0.09	  -68.0	  -62.8	 0.96	12.6	 0.95	 3.75	 3.42	 1.03	4867	 0.17	 0.26	 0.26	 0.16	 0.05	 0.19	 0.10	 0.10	 0.16	     	 0.03	EWS 2012-BLG-0617
EW/A	OGLE-2012-BLG-0816S	17 58 15.98	-29 57 21.45	6175.52	  31	-0.10	 0.14	  -74.0	  -63.2	 1.59	 1.6	 0.81	 2.82	 3.20	 0.72	5673	-0.01	 0.27	 0.22	 0.14	 0.14	 0.12	 0.25	-0.09	     	-0.17	 0.16	EWS 2012-BLG-0816
EW/A	OGLE-2012-BLG-1156S	18 00 35.95	-28 11 15.20	6134.23	  21	-1.89	 0.25	   72.6	   90.7	 0.76	13.1	 0.58	 4.83	 3.56	 0.63	6058	     	     	     	 0.64	 0.44	     	     	     	     	     	-0.03	EWS 2012-BLG-1156
EW/A	OGLE-2012-BLG-1217S	18 10 16.85	-27 37 59.00	6147.34	  26	-0.41	 0.07	  124.4	  148.4	 0.89	10.2	 0.69	 4.86	 3.67	 0.71	5712	 0.11	 0.34	 0.22	 0.17	 0.10	 0.15	     	 0.04	 0.14	     	-0.06	EWS 2012-BLG-1217
EW/A	OGLE-2012-BLG-1274S	17 45 00.65	-34 32 49.50	6165.25	 960	 0.07	 0.04	  -25.0	  -36.0	 1.06	 8.2	 0.71	 3.87	 3.39	 0.68	5811	-0.05	 0.09	 0.06	 0.02	 0.04	 0.02	-0.07	-0.04	-0.13	     	-0.05	EWS 2012-BLG-1274
EW/A	OGLE-2012-BLG-1279S	17 56 52.40	-31 46 54.12	6184.20	1535	-0.62	 0.06	  141.1	  144.8	 0.82	11.6	 0.69	 5.14	 4.11	 0.61	6117	 0.11	 0.40	 0.38	 0.21	 0.28	 0.36	 0.00	 0.00	 0.18	-0.01	-0.01	EWS 2012-BLG-1279
EW/A	OGLE-2012-BLG-1526S	18 09 43.13	-28 48 45.20	6214.91	  13	-0.24	 0.06	  -87.1	  -67.6	 0.97	 9.5	 0.85	 3.95	 2.99	 0.69	5782	 0.04	 0.23	 0.21	 0.21	 0.15	 0.16	 0.00	 0.07	 0.00	     	-0.04	EWS 2012-BLG-1526
EW/A	OGLE-2012-BLG-1534S	18 00 46.35	-28 01 00.30	6206.96	  83	-0.15	 0.04	  206.4	  225.1	 1.12	 6.3	 0.65	 3.64	 2.61	 0.64	5971	-0.01	 0.14	 0.03	 0.04	 0.09	 0.07	-0.07	-0.05	 0.09	     	 0.02	EWS 2012-BLG-1534
EW/A	MOA-2013-BLG-063S  	17 45 13.33	-33 29 50.26	6353.00	  48	 0.47	 0.14	   40.5	   33.3	 1.27	 2.6	 0.63	 4.00	 3.45	 0.53	6415	 0.24	 0.04	 0.10	 0.09	-0.01	 0.07	     	 0.10	     	     	-0.02	MOA 2013-BLG-063
EW/A	MOA-2013-BLG-068S  	17 54 21.86	-31 11 39.95	6361.97	  41	-0.27	 0.05	   68.7	   73.4	 1.20	 3.8	 0.83	 3.16	 2.90	 0.90	5147	 0.04	 0.18	 0.15	 0.07	 0.15	 0.16	-0.01	 0.00	-0.06	     	 0.01	MOA 2013-BLG-068
EW/A	MOA-2013-BLG-299S  	18 07 43.23	-27 48 50.10	6421.09	 290	-0.48	 0.11	   26.7	   49.0	 0.78	13.1	 0.79	 5.71	 5.37	 0.72	5678	-0.04	 0.25	 0.16	 0.15	 0.09	 0.22	 0.04	 0.01	 0.20	-0.11	 0.00	MOA 2013-BLG-299
EW/A	MOA-2013-BLG-402S  	18 03 00.14	-29 54 24.42	6463.23	  11	 0.20	 0.25	  -44.2	  -31.3	 1.06	 5.3	 0.97	 3.62	 2.78	 0.97	5003	 0.15	 0.12	 0.13	 0.04	 0.03	 0.11	 0.09	 0.08	 0.06	     	-0.07	MOA 2013-BLG-402
EW/A	OGLE-2013-BLG-0446S	18 06 56.18	-31 39 27.20	6446.05	3300	 0.40	 0.08	   10.9	   19.0	 1.16	 5.5	 0.75	 3.90	 3.64	 0.76	5538	 0.11	 0.09	 0.09	 0.04	-0.03	 0.00	 0.01	 0.06	 0.04	-0.09	-0.11	EWS 2013-BLG-0446
